*******************************************************************************
JPL/HORIZONS                    (2007 RH283)               2015-Jul-07 15:48:52
Rec #:558761 (+COV)   Soln.date: 2015-Jun-04_14:10:01     # obs: 49 (1983-2011)
 
FK5/J2000.0 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs): 
 
  EPOCH=  2452915.5 ! 2003-Oct-03.00 (CT)          Residual RMS= .35448        
   EC= .3395187830581879   QR= 10.49160587590879   TP= 2448670.2803120501      
   OM= 286.5823097201427   W=  328.9531413571981   IN= 21.3652503884088        
   A= 15.88479067502853    MA= 66.08942894091842   ADIST= 21.27797547414826    
   PER= 63.31119           N= .015567964           ANGMOM= .064487691          
   DAN= 10.88691           DDN= 19.81855           L= 257.307122               
   B= -10.8296637          MOID= 9.495209689999999 TP= 1992-Feb-17.7803120501  
 
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 8.5                  G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
 
ASTEROID comments: 
1: soln ref.= JPL#3, OCC=1
2: source=ORB
*******************************************************************************
 
 
*******************************************************************************
Ephemeris / WWW_USER Tue Jul  7 15:48:52 2015 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2007 RH283)                    {source: JPL#3}
Center body name: Earth (399)                     {source: DE-0431LE-0431}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2000-Jan-01 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude +}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE-0431LE-0431}
Rel. light bend : Sun, EARTH                      {source: DE-0431LE-0431}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Small-body perts: Yes                             {source: SB431-BIG16}
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.150707.p150928                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2015-JUL-07. PREDICTS-> 2015-SEP-27
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar Elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial FK5/J2000.0 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2452915.5 ! 2003-Oct-03.00 (CT)          Residual RMS= .35448        
   EC= .3395187830581879   QR= 10.49160587590879   TP= 2448670.2803120501      
   OM= 286.5823097201427   W=  328.9531413571981   IN= 21.3652503884088        
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 8.5                  G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
***********************************************************************************************************
 Date__(UT)__HR:MN, Date_________JDUT, , ,R.A._(ICRF/J2000.0), DEC_(ICRF/J2000.0),    ObsEcLon,   ObsEcLat,
***********************************************************************************************************
$$SOE
 1900-Jan-01 00:00, 2415020.500000000, , , 79.95337, 32.84846,  80.0631332,  9.6941974,
 1900-Jan-02 00:00, 2415021.500000000, , , 79.90773, 32.83984,  80.0237651,  9.6883169,
 1900-Jan-03 00:00, 2415022.500000000, , , 79.86253, 32.83109,  79.9847347,  9.6822958,
 1900-Jan-04 00:00, 2415023.500000000, , , 79.81777, 32.82221,  79.9460537,  9.6761357,
 1900-Jan-05 00:00, 2415024.500000000, , , 79.77349, 32.81321,  79.9077384,  9.6698381,
 1900-Jan-06 00:00, 2415025.500000000, , , 79.72969, 32.80409,  79.8698095,  9.6634049,
 1900-Jan-07 00:00, 2415026.500000000, , , 79.68640, 32.79486,  79.8322904,  9.6568377,
 1900-Jan-08 00:00, 2415027.500000000, , , 79.64363, 32.78552,  79.7952047,  9.6501386,
 1900-Jan-09 00:00, 2415028.500000000, , , 79.60141, 32.77607,  79.7585736,  9.6433096,
 1900-Jan-10 00:00, 2415029.500000000, , , 79.55974, 32.76652,  79.7224147,  9.6363527,
 1900-Jan-11 00:00, 2415030.500000000, , , 79.51864, 32.75686,  79.6867421,  9.6292700,
 1900-Jan-12 00:00, 2415031.500000000, , , 79.47814, 32.74711,  79.6515666,  9.6220635,
 1900-Jan-13 00:00, 2415032.500000000, , , 79.43823, 32.73726,  79.6168970,  9.6147353,
 1900-Jan-14 00:00, 2415033.500000000, , , 79.39895, 32.72732,  79.5827410,  9.6072876,
 1900-Jan-15 00:00, 2415034.500000000, , , 79.36030, 32.71729,  79.5491065,  9.5997224,
 1900-Jan-16 00:00, 2415035.500000000, , , 79.32230, 32.70719,  79.5160024,  9.5920419,
 1900-Jan-17 00:00, 2415036.500000000, , , 79.28496, 32.69700,  79.4834389,  9.5842480,
 1900-Jan-18 00:00, 2415037.500000000, , , 79.24830, 32.68673,  79.4514280,  9.5763431,
 1900-Jan-19 00:00, 2415038.500000000, , , 79.21233, 32.67639,  79.4199833,  9.5683291,
 1900-Jan-20 00:00, 2415039.500000000, , , 79.17707, 32.66598,  79.3891195,  9.5602082,
 1900-Jan-21 00:00, 2415040.500000000, , , 79.14252, 32.65550,  79.3588524,  9.5519825,
 1900-Jan-22 00:00, 2415041.500000000, , , 79.10870, 32.64497,  79.3291978,  9.5436542,
 1900-Jan-23 00:00, 2415042.500000000, , , 79.07563, 32.63437,  79.3001715,  9.5352256,
 1900-Jan-24 00:00, 2415043.500000000, , , 79.04332, 32.62371,  79.2717891,  9.5266987,
 1900-Jan-25 00:00, 2415044.500000000, , , 79.01178, 32.61301,  79.2440650,  9.5180758,
 1900-Jan-26 00:00, 2415045.500000000, , , 78.98102, 32.60225,  79.2170121,  9.5093591,
 1900-Jan-27 00:00, 2415046.500000000, , , 78.95107, 32.59145,  79.1906410,  9.5005510,
 1900-Jan-28 00:00, 2415047.500000000, , , 78.92192, 32.58061,  79.1649591,  9.4916538,
 1900-Jan-29 00:00, 2415048.500000000, , , 78.89359, 32.56973,  79.1399711,  9.4826697,
 1900-Jan-30 00:00, 2415049.500000000, , , 78.86610, 32.55881,  79.1156791,  9.4736013,
 1900-Jan-31 00:00, 2415050.500000000, , , 78.83945, 32.54787,  79.0920858,  9.4644510,
 1900-Feb-01 00:00, 2415051.500000000, , , 78.81366, 32.53690,  79.0691971,  9.4552214,
 1900-Feb-02 00:00, 2415052.500000000, , , 78.78874, 32.52590,  79.0470242,  9.4459152,
 1900-Feb-03 00:00, 2415053.500000000, , , 78.76469, 32.51488,  79.0255828,  9.4365352,
 1900-Feb-04 00:00, 2415054.500000000, , , 78.74153, 32.50385,  79.0048901,  9.4270842,
 1900-Feb-05 00:00, 2415055.500000000, , , 78.71927, 32.49281,  78.9849614,  9.4175650,
 1900-Feb-06 00:00, 2415056.500000000, , , 78.69790, 32.48176,  78.9658078,  9.4079804,
 1900-Feb-07 00:00, 2415057.500000000, , , 78.67744, 32.47070,  78.9474359,  9.3983334,
 1900-Feb-08 00:00, 2415058.500000000, , , 78.65790, 32.45965,  78.9298489,  9.3886266,
 1900-Feb-09 00:00, 2415059.500000000, , , 78.63927, 32.44859,  78.9130476,  9.3788629,
 1900-Feb-10 00:00, 2415060.500000000, , , 78.62157, 32.43755,  78.8970318,  9.3690449,
 1900-Feb-11 00:00, 2415061.500000000, , , 78.60479, 32.42651,  78.8818015,  9.3591753,
 1900-Feb-12 00:00, 2415062.500000000, , , 78.58895, 32.41548,  78.8673572,  9.3492568,
 1900-Feb-13 00:00, 2415063.500000000, , , 78.57404, 32.40447,  78.8537007,  9.3392920,
 1900-Feb-14 00:00, 2415064.500000000, , , 78.56008, 32.39348,  78.8408353,  9.3292834,
 1900-Feb-15 00:00, 2415065.500000000, , , 78.54706, 32.38251,  78.8287657,  9.3192337,
 1900-Feb-16 00:00, 2415066.500000000, , , 78.53500, 32.37156,  78.8174979,  9.3091452,
 1900-Feb-17 00:00, 2415067.500000000, , , 78.52388, 32.36064,  78.8070387,  9.2990204,
 1900-Feb-18 00:00, 2415068.500000000, , , 78.51373, 32.34976,  78.7973955,  9.2888619,
 1900-Feb-19 00:00, 2415069.500000000, , , 78.50453, 32.33890,  78.7885757,  9.2786720,
 1900-Feb-20 00:00, 2415070.500000000, , , 78.49629, 32.32808,  78.7805862,  9.2684532,
 1900-Feb-21 00:00, 2415071.500000000, , , 78.48903, 32.31731,  78.7734329,  9.2582079,
 1900-Feb-22 00:00, 2415072.500000000, , , 78.48273, 32.30657,  78.7671202,  9.2479384,
 1900-Feb-23 00:00, 2415073.500000000, , , 78.47740, 32.29588,  78.7616508,  9.2376471,
 1900-Feb-24 00:00, 2415074.500000000, , , 78.47305, 32.28523,  78.7570250,  9.2273364,
 1900-Feb-25 00:00, 2415075.500000000, , , 78.46967, 32.27464,  78.7532403,  9.2170087,
 1900-Feb-26 00:00, 2415076.500000000, , , 78.46728, 32.26409,  78.7502924,  9.2066663,
 1900-Feb-27 00:00, 2415077.500000000, , , 78.46586, 32.25361,  78.7481755,  9.1963117,
 1900-Feb-28 00:00, 2415078.500000000, , , 78.46542, 32.24318,  78.7468852,  9.1859474,
 1900-Mar-01 00:00, 2415079.500000000, , , 78.46597, 32.23281,  78.7464211,  9.1755758,
 1900-Mar-02 00:00, 2415080.500000000, , , 78.46750, 32.22250,  78.7467878,  9.1651996,
 1900-Mar-03 00:00, 2415081.500000000, , , 78.47001, 32.21226,  78.7479939,  9.1548212,
 1900-Mar-04 00:00, 2415082.500000000, , , 78.47350, 32.20208,  78.7500485,  9.1444434,
 1900-Mar-05 00:00, 2415083.500000000, , , 78.47797, 32.19198,  78.7529571,  9.1340687,
 1900-Mar-06 00:00, 2415084.500000000, , , 78.48341, 32.18195,  78.7567199,  9.1236997,
 1900-Mar-07 00:00, 2415085.500000000, , , 78.48983, 32.17199,  78.7613325,  9.1133389,
 1900-Mar-08 00:00, 2415086.500000000, , , 78.49721, 32.16211,  78.7667872,  9.1029887,
 1900-Mar-09 00:00, 2415087.500000000, , , 78.50556, 32.15231,  78.7730756,  9.0926514,
 1900-Mar-10 00:00, 2415088.500000000, , , 78.51487, 32.14259,  78.7801894,  9.0823294,
 1900-Mar-11 00:00, 2415089.500000000, , , 78.52513, 32.13295,  78.7881210,  9.0720249,
 1900-Mar-12 00:00, 2415090.500000000, , , 78.53634, 32.12340,  78.7968645,  9.0617401,
 1900-Mar-13 00:00, 2415091.500000000, , , 78.54850, 32.11393,  78.8064153,  9.0514769,
 1900-Mar-14 00:00, 2415092.500000000, , , 78.56160, 32.10455,  78.8167703,  9.0412376,
 1900-Mar-15 00:00, 2415093.500000000, , , 78.57564, 32.09526,  78.8279277,  9.0310240,
 1900-Mar-16 00:00, 2415094.500000000, , , 78.59061, 32.08606,  78.8398866,  9.0208382,
 1900-Mar-17 00:00, 2415095.500000000, , , 78.60651, 32.07695,  78.8526471,  9.0106821,
 1900-Mar-18 00:00, 2415096.500000000, , , 78.62333, 32.06793,  78.8662093,  9.0005575,
 1900-Mar-19 00:00, 2415097.500000000, , , 78.64107, 32.05901,  78.8805730,  8.9904662,
 1900-Mar-20 00:00, 2415098.500000000, , , 78.65972, 32.05018,  78.8957371,  8.9804100,
 1900-Mar-21 00:00, 2415099.500000000, , , 78.67928, 32.04145,  78.9116995,  8.9703908,
 1900-Mar-22 00:00, 2415100.500000000, , , 78.69974, 32.03282,  78.9284560,  8.9604101,
 1900-Mar-23 00:00, 2415101.500000000, , , 78.72110, 32.02428,  78.9460005,  8.9504698,
 1900-Mar-24 00:00, 2415102.500000000, , , 78.74335, 32.01584,  78.9643248,  8.9405716,
 1900-Mar-25 00:00, 2415103.500000000, , , 78.76649, 32.00751,  78.9834191,  8.9307171,
 1900-Mar-26 00:00, 2415104.500000000, , , 78.79051, 31.99928,  79.0032723,  8.9209081,
 1900-Mar-27 00:00, 2415105.500000000, , , 78.81540, 31.99114,  79.0238739,  8.9111462,
 1900-Mar-28 00:00, 2415106.500000000, , , 78.84117, 31.98312,  79.0452156,  8.9014334,
 1900-Mar-29 00:00, 2415107.500000000, , , 78.86779, 31.97519,  79.0672933,  8.8917712,
 1900-Mar-30 00:00, 2415108.500000000, , , 78.89527, 31.96738,  79.0901071,  8.8821616,
 1900-Mar-31 00:00, 2415109.500000000, , , 78.92360, 31.95967,  79.1136599,  8.8726064,
 1900-Apr-01 00:00, 2415110.500000000, , , 78.95277, 31.95206,  79.1379537,  8.8631074,
 1900-Apr-02 00:00, 2415111.500000000, , , 78.98276, 31.94457,  79.1629864,  8.8536665,
 1900-Apr-03 00:00, 2415112.500000000, , , 79.01358, 31.93718,  79.1887498,  8.8442853,
 1900-Apr-04 00:00, 2415113.500000000, , , 79.04521, 31.92990,  79.2152316,  8.8349655,
 1900-Apr-05 00:00, 2415114.500000000, , , 79.07764, 31.92273,  79.2424171,  8.8257088,
 1900-Apr-06 00:00, 2415115.500000000, , , 79.11086, 31.91568,  79.2702919,  8.8165167,
 1900-Apr-07 00:00, 2415116.500000000, , , 79.14486, 31.90873,  79.2988426,  8.8073905,
 1900-Apr-08 00:00, 2415117.500000000, , , 79.17963, 31.90189,  79.3280577,  8.7983318,
 1900-Apr-09 00:00, 2415118.500000000, , , 79.21517, 31.89517,  79.3579274,  8.7893418,
 1900-Apr-10 00:00, 2415119.500000000, , , 79.25145, 31.88855,  79.3884436,  8.7804217,
 1900-Apr-11 00:00, 2415120.500000000, , , 79.28848, 31.88205,  79.4195997,  8.7715729,
 1900-Apr-12 00:00, 2415121.500000000, , , 79.32624, 31.87566,  79.4513903,  8.7627963,
 1900-Apr-13 00:00, 2415122.500000000, , , 79.36472, 31.86938,  79.4838106,  8.7540933,
 1900-Apr-14 00:00, 2415123.500000000, , , 79.40392, 31.86321,  79.5168563,  8.7454647,
 1900-Apr-15 00:00, 2415124.500000000, , , 79.44381, 31.85715,  79.5505232,  8.7369117,
 1900-Apr-16 00:00, 2415125.500000000, , , 79.48440, 31.85121,  79.5848063,  8.7284352,
 1900-Apr-17 00:00, 2415126.500000000, , , 79.52567, 31.84537,  79.6196998,  8.7200362,
 1900-Apr-18 00:00, 2415127.500000000, , , 79.56762, 31.83965,  79.6551957,  8.7117157,
 1900-Apr-19 00:00, 2415128.500000000, , , 79.61023, 31.83403,  79.6912845,  8.7034745,
 1900-Apr-20 00:00, 2415129.500000000, , , 79.65350, 31.82853,  79.7279544,  8.6953136,
 1900-Apr-21 00:00, 2415130.500000000, , , 79.69741, 31.82314,  79.7651921,  8.6872339,
 1900-Apr-22 00:00, 2415131.500000000, , , 79.74196, 31.81785,  79.8029835,  8.6792363,
 1900-Apr-23 00:00, 2415132.500000000, , , 79.78713, 31.81268,  79.8413151,  8.6713217,
 1900-Apr-24 00:00, 2415133.500000000, , , 79.83292, 31.80762,  79.8801750,  8.6634910,
 1900-Apr-25 00:00, 2415134.500000000, , , 79.87932, 31.80266,  79.9195548,  8.6557454,
 1900-Apr-26 00:00, 2415135.500000000, , , 79.92632, 31.79782,  79.9594495,  8.6480857,
 1900-Apr-27 00:00, 2415136.500000000, , , 79.97390, 31.79309,  79.9998572,  8.6405130,
 1900-Apr-28 00:00, 2415137.500000000, , , 80.02206, 31.78846,  80.0407771,  8.6330283,
 1900-Apr-29 00:00, 2415138.500000000, , , 80.07078, 31.78395,  80.0822060,  8.6256327,
 1900-Apr-30 00:00, 2415139.500000000, , , 80.12005, 31.77954,  80.1241361,  8.6183273,
 1900-May-01 00:00, 2415140.500000000, , , 80.16986, 31.77524,  80.1665546,  8.6111128,
 1900-May-02 00:00, 2415141.500000000, , , 80.22019, 31.77105,  80.2094448,  8.6039903,
 1900-May-03 00:00, 2415142.500000000, , , 80.27104, 31.76697,  80.2527886,  8.5969606,
 1900-May-04 00:00, 2415143.500000000, , , 80.32239, 31.76300,  80.2965691,  8.5900243,
 1900-May-05 00:00, 2415144.500000000, , , 80.37422, 31.75913,  80.3407712,  8.5831822,
 1900-May-06 00:00, 2415145.500000000, , , 80.42653, 31.75537,  80.3853822,  8.5764350,
 1900-May-07 00:00, 2415146.500000000, , , 80.47930, 31.75172,  80.4303914,  8.5697831,
 1900-May-08 00:00, 2415147.500000000, , , 80.53253, 31.74817,  80.4757896,  8.5632270,
 1900-May-09 00:00, 2415148.500000000, , , 80.58619, 31.74472,  80.5215691,  8.5567673,
 1900-May-10 00:00, 2415149.500000000, , , 80.64027, 31.74138,  80.5677233,  8.5504044,
 1900-May-11 00:00, 2415150.500000000, , , 80.69478, 31.73815,  80.6142457,  8.5441387,
 1900-May-12 00:00, 2415151.500000000, , , 80.74968, 31.73501,  80.6611302,  8.5379705,
 1900-May-13 00:00, 2415152.500000000, , , 80.80498, 31.73198,  80.7083705,  8.5319002,
 1900-May-14 00:00, 2415153.500000000, , , 80.86066, 31.72905,  80.7559593,  8.5259280,
 1900-May-15 00:00, 2415154.500000000, , , 80.91670, 31.72622,  80.8038879,  8.5200543,
 1900-May-16 00:00, 2415155.500000000, , , 80.97311, 31.72349,  80.8521453,  8.5142794,
 1900-May-17 00:00, 2415156.500000000, , , 81.02986, 31.72086,  80.9007186,  8.5086034,
 1900-May-18 00:00, 2415157.500000000, , , 81.08694, 31.71832,  80.9495931,  8.5030266,
 1900-May-19 00:00, 2415158.500000000, , , 81.14436, 31.71589,  80.9987530,  8.4975494,
 1900-May-20 00:00, 2415159.500000000, , , 81.20208, 31.71355,  81.0481831,  8.4921720,
 1900-May-21 00:00, 2415160.500000000, , , 81.26011, 31.71131,  81.0978702,  8.4868948,
 1900-May-22 00:00, 2415161.500000000, , , 81.31843, 31.70916,  81.1478039,  8.4817181,
 1900-May-23 00:00, 2415162.500000000, , , 81.37703, 31.70711,  81.1979776,  8.4766423,
 1900-May-24 00:00, 2415163.500000000, , , 81.43590, 31.70515,  81.2483871,  8.4716679,
 1900-May-25 00:00, 2415164.500000000, , , 81.49503, 31.70329,  81.2990299,  8.4667952,
 1900-May-26 00:00, 2415165.500000000, , , 81.55440, 31.70153,  81.3499019,  8.4620248,
 1900-May-27 00:00, 2415166.500000000, , , 81.61400, 31.69985,  81.4009963,  8.4573569,
 1900-May-28 00:00, 2415167.500000000, , , 81.67381, 31.69827,  81.4523015,  8.4527922,
 1900-May-29 00:00, 2415168.500000000, , , 81.73383, 31.69678,  81.5038019,  8.4483308,
 1900-May-30 00:00, 2415169.500000000, , , 81.79404, 31.69539,  81.5554792,  8.4439731,
 1900-May-31 00:00, 2415170.500000000, , , 81.85443, 31.69408,  81.6073149,  8.4397194,
 1900-Jun-01 00:00, 2415171.500000000, , , 81.91498, 31.69287,  81.6592918,  8.4355697,
 1900-Jun-02 00:00, 2415172.500000000, , , 81.97568, 31.69175,  81.7113954,  8.4315243,
 1900-Jun-03 00:00, 2415173.500000000, , , 82.03652, 31.69071,  81.7636133,  8.4275832,
 1900-Jun-04 00:00, 2415174.500000000, , , 82.09748, 31.68976,  81.8159353,  8.4237463,
 1900-Jun-05 00:00, 2415175.500000000, , , 82.15855, 31.68890,  81.8683528,  8.4200137,
 1900-Jun-06 00:00, 2415176.500000000, , , 82.21972, 31.68813,  81.9208584,  8.4163853,
 1900-Jun-07 00:00, 2415177.500000000, , , 82.28098, 31.68744,  81.9734449,  8.4128609,
 1900-Jun-08 00:00, 2415178.500000000, , , 82.34231, 31.68684,  82.0261060,  8.4094404,
 1900-Jun-09 00:00, 2415179.500000000, , , 82.40371, 31.68633,  82.0788347,  8.4061237,
 1900-Jun-10 00:00, 2415180.500000000, , , 82.46515, 31.68589,  82.1316237,  8.4029105,
 1900-Jun-11 00:00, 2415181.500000000, , , 82.52663, 31.68554,  82.1844645,  8.3998004,
 1900-Jun-12 00:00, 2415182.500000000, , , 82.58814, 31.68527,  82.2373471,  8.3967933,
 1900-Jun-13 00:00, 2415183.500000000, , , 82.64967, 31.68508,  82.2902588,  8.3938888,
 1900-Jun-14 00:00, 2415184.500000000, , , 82.71120, 31.68498,  82.3431850,  8.3910865,
 1900-Jun-15 00:00, 2415185.500000000, , , 82.77272, 31.68495,  82.3961096,  8.3883864,
 1900-Jun-16 00:00, 2415186.500000000, , , 82.83423, 31.68500,  82.4490166,  8.3857882,
 1900-Jun-17 00:00, 2415187.500000000, , , 82.89571, 31.68513,  82.5018916,  8.3832918,
 1900-Jun-18 00:00, 2415188.500000000, , , 82.95715, 31.68534,  82.5547236,  8.3808973,
 1900-Jun-19 00:00, 2415189.500000000, , , 83.01853, 31.68562,  82.6075052,  8.3786045,
 1900-Jun-20 00:00, 2415190.500000000, , , 83.07985, 31.68599,  82.6602321,  8.3764136,
 1900-Jun-21 00:00, 2415191.500000000, , , 83.14110, 31.68643,  82.7129013,  8.3743245,
 1900-Jun-22 00:00, 2415192.500000000, , , 83.20226, 31.68694,  82.7655089,  8.3723373,
 1900-Jun-23 00:00, 2415193.500000000, , , 83.26332, 31.68753,  82.8180486,  8.3704520,
 1900-Jun-24 00:00, 2415194.500000000, , , 83.32426, 31.68820,  82.8705100,  8.3686685,
 1900-Jun-25 00:00, 2415195.500000000, , , 83.38508, 31.68894,  82.9228791,  8.3669867,
 1900-Jun-26 00:00, 2415196.500000000, , , 83.44575, 31.68975,  82.9751391,  8.3654065,
 1900-Jun-27 00:00, 2415197.500000000, , , 83.50628, 31.69064,  83.0272718,  8.3639277,
 1900-Jun-28 00:00, 2415198.500000000, , , 83.56663, 31.69160,  83.0792598,  8.3625500,
 1900-Jun-29 00:00, 2415199.500000000, , , 83.62680, 31.69263,  83.1310875,  8.3612732,
 1900-Jun-30 00:00, 2415200.500000000, , , 83.68678, 31.69374,  83.1827417,  8.3600968,
 1900-Jul-01 00:00, 2415201.500000000, , , 83.74656, 31.69491,  83.2342116,  8.3590205,
 1900-Jul-02 00:00, 2415202.500000000, , , 83.80611, 31.69616,  83.2854883,  8.3580437,
 1900-Jul-03 00:00, 2415203.500000000, , , 83.86544, 31.69747,  83.3365643,  8.3571661,
 1900-Jul-04 00:00, 2415204.500000000, , , 83.92452, 31.69886,  83.3874328,  8.3563870,
 1900-Jul-05 00:00, 2415205.500000000, , , 83.98335, 31.70031,  83.4380874,  8.3557058,
 1900-Jul-06 00:00, 2415206.500000000, , , 84.04190, 31.70183,  83.4885217,  8.3551221,
 1900-Jul-07 00:00, 2415207.500000000, , , 84.10019, 31.70342,  83.5387289,  8.3546352,
 1900-Jul-08 00:00, 2415208.500000000, , , 84.15818, 31.70507,  83.5887015,  8.3542445,
 1900-Jul-09 00:00, 2415209.500000000, , , 84.21587, 31.70678,  83.6384304,  8.3539492,
 1900-Jul-10 00:00, 2415210.500000000, , , 84.27324, 31.70856,  83.6879046,  8.3537488,
 1900-Jul-11 00:00, 2415211.500000000, , , 84.33030, 31.71041,  83.7371109,  8.3536426,
 1900-Jul-12 00:00, 2415212.500000000, , , 84.38702, 31.71232,  83.7860341,  8.3536299,
 1900-Jul-13 00:00, 2415213.500000000, , , 84.44340, 31.71429,  83.8346579,  8.3537101,
 1900-Jul-14 00:00, 2415214.500000000, , , 84.49942, 31.71632,  83.8829671,  8.3538825,
 1900-Jul-15 00:00, 2415215.500000000, , , 84.55508, 31.71841,  83.9309495,  8.3541467,
 1900-Jul-16 00:00, 2415216.500000000, , , 84.61036, 31.72056,  83.9785975,  8.3545020,
 1900-Jul-17 00:00, 2415217.500000000, , , 84.66526, 31.72278,  84.0259071,  8.3549480,
 1900-Jul-18 00:00, 2415218.500000000, , , 84.71976, 31.72505,  84.0728763,  8.3554843,
 1900-Jul-19 00:00, 2415219.500000000, , , 84.77385, 31.72738,  84.1195028,  8.3561103,
 1900-Jul-20 00:00, 2415220.500000000, , , 84.82752, 31.72977,  84.1657813,  8.3568257,
 1900-Jul-21 00:00, 2415221.500000000, , , 84.88076, 31.73222,  84.2117031,  8.3576299,
 1900-Jul-22 00:00, 2415222.500000000, , , 84.93355, 31.73473,  84.2572556,  8.3585225,
 1900-Jul-23 00:00, 2415223.500000000, , , 84.98588, 31.73729,  84.3024237,  8.3595028,
 1900-Jul-24 00:00, 2415224.500000000, , , 85.03774, 31.73991,  84.3471907,  8.3605702,
 1900-Jul-25 00:00, 2415225.500000000, , , 85.08911, 31.74259,  84.3915402,  8.3617241,
 1900-Jul-26 00:00, 2415226.500000000, , , 85.13999, 31.74532,  84.4354572,  8.3629637,
 1900-Jul-27 00:00, 2415227.500000000, , , 85.19037, 31.74811,  84.4789286,  8.3642882,
 1900-Jul-28 00:00, 2415228.500000000, , , 85.24022, 31.75095,  84.5219438,  8.3656967,
 1900-Jul-29 00:00, 2415229.500000000, , , 85.28955, 31.75385,  84.5644941,  8.3671883,
 1900-Jul-30 00:00, 2415230.500000000, , , 85.33833, 31.75680,  84.6065726,  8.3687620,
 1900-Jul-31 00:00, 2415231.500000000, , , 85.38656, 31.75980,  84.6481735,  8.3704170,
 1900-Aug-01 00:00, 2415232.500000000, , , 85.43422, 31.76285,  84.6892912,  8.3721521,
 1900-Aug-02 00:00, 2415233.500000000, , , 85.48132, 31.76595,  84.7299204,  8.3739663,
 1900-Aug-03 00:00, 2415234.500000000, , , 85.52782, 31.76909,  84.7700556,  8.3758584,
 1900-Aug-04 00:00, 2415235.500000000, , , 85.57373, 31.77229,  84.8096907,  8.3778275,
 1900-Aug-05 00:00, 2415236.500000000, , , 85.61904, 31.77554,  84.8488182,  8.3798723,
 1900-Aug-06 00:00, 2415237.500000000, , , 85.66373, 31.77883,  84.8874295,  8.3819917,
 1900-Aug-07 00:00, 2415238.500000000, , , 85.70780, 31.78216,  84.9255138,  8.3841845,
 1900-Aug-08 00:00, 2415239.500000000, , , 85.75124, 31.78554,  84.9630586,  8.3864495,
 1900-Aug-09 00:00, 2415240.500000000, , , 85.79404, 31.78897,  85.0000497,  8.3887857,
 1900-Aug-10 00:00, 2415241.500000000, , , 85.83618, 31.79243,  85.0364727,  8.3911917,
 1900-Aug-11 00:00, 2415242.500000000, , , 85.87767, 31.79594,  85.0723150,  8.3936667,
 1900-Aug-12 00:00, 2415243.500000000, , , 85.91849, 31.79949,  85.1075683,  8.3962093,
 1900-Aug-13 00:00, 2415244.500000000, , , 85.95863, 31.80308,  85.1422289,  8.3988188,
 1900-Aug-14 00:00, 2415245.500000000, , , 85.99809, 31.80671,  85.1762971,  8.4014940,
 1900-Aug-15 00:00, 2415246.500000000, , , 86.03685, 31.81038,  85.2097735,  8.4042340,
 1900-Aug-16 00:00, 2415247.500000000, , , 86.07491, 31.81409,  85.2426561,  8.4070379,
 1900-Aug-17 00:00, 2415248.500000000, , , 86.11225, 31.81783,  85.2749388,  8.4099046,
 1900-Aug-18 00:00, 2415249.500000000, , , 86.14887, 31.82161,  85.3066113,  8.4128332,
 1900-Aug-19 00:00, 2415250.500000000, , , 86.18475, 31.82543,  85.3376605,  8.4158224,
 1900-Aug-20 00:00, 2415251.500000000, , , 86.21989, 31.82928,  85.3680722,  8.4188712,
 1900-Aug-21 00:00, 2415252.500000000, , , 86.25427, 31.83317,  85.3978322,  8.4219783,
 1900-Aug-22 00:00, 2415253.500000000, , , 86.28789, 31.83708,  85.4269274,  8.4251424,
 1900-Aug-23 00:00, 2415254.500000000, , , 86.32073, 31.84103,  85.4553468,  8.4283622,
